cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,eer_ci95_low,eer_ci95_high,cm,eermsg,mcc,auc,pr_auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
svm,pfa,1,db-izfp-mfv1,2,56.87333333333334,56.18666666666666,0.7940031827364247,56.18666666666666,0.7940031827364247,56.16373841478926,0.5137384148073187,0.5195949187147386,-,-,-,-,,0.3917036661810842,-,-,-,-,-,0.5687333333333334,0.009737442055169207,0.5221912936238693,0.012390318621699798,0.5768066687598138,0.014388731832758375,0.5687333333333334,0.009737442055169207,90.53999999999999,0.8450430034374845,0.7973601595534507,0,USE=>WRN
svm,sfa,1,db-izfp-mfv1,2,67.01333333333334,66.40666666666667,0.7558486672870623,66.40666666666667,0.7558486672870623,66.40654508740657,0.4232117540952096,0.4434549124897047,-,-,-,-,,0.5756589736176304,-,-,-,-,-,0.6701333333333334,0.011004241606459464,0.6081542619959687,0.017405858558786885,0.7248997711698,0.028046857013344056,0.6701333333333334,0.011004241606459464,88.28,0.9239976943046568,0.8790374819201863,0,USE=>WRN
svm,sig,1,db-izfp-mfv1,0,1.48,4.346666666666667,0.32631022619757855,4.346666666666668,0.32631022619757855,0,0,0,-,-,-,-,,-0.505308309325928,-,-,-,-,-,0.014799999999999999,0.014387649024230627,0.011274782549678498,0.009921586939212699,0.009384097060952315,0.007686054502009786,0.014799999999999999,0.014387649024230627,97.0,0.5111325295408586,0.45522759367707666,0,NEW=>WRN
