cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,eer_ci95_low,eer_ci95_high,cm,eermsg,mcc,auc,pr_auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
hmm,pfa,1,db-izfp-mfv1,4,70.32000000000001,70.32000000000001,0.7310950455843401,70.32,0.7310950455843512,70.31187524990001,0.7285419164721141,0.7047914168256675,-,-,-,-,,0.5654575774122973,-,-,-,-,-,0.7032,0.00544303836718673,0.7074756061616159,0.005455480451745349,0.7484401707711835,0.0032212268226454207,0.7032,0.00544303836718673,31.22,1.2831615407434438,1.3051209567484345,0,USE=>WRN
hmm,sfa,1,db-izfp-mfv1,4,73.06666666666666,73.06666666666666,0.7099163231781169,73.06666666666666,0.7099163231781169,73.057443689191,0.674110355766655,0.6592229775068237,-,-,-,-,,0.6143195294076549,-,-,-,-,-,0.7306666666666667,0.005773502691896262,0.7274941011071993,0.006128305673643761,0.7709877980350359,0.0031326063210211945,0.7306666666666667,0.005773502691896262,36.76,1.3383778326574003,1.3538532309868845,0,USE=>WRN
